line,text,genre
272,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dans l’immensité de la Galaxie, l’étoile Marche-Arrêt est une énigme. Elle s’éteint pendant deux cent quinze ans puis se rallume pour trente-cinq ans. Son unique planète est habitée par des araignées intelligentes qui viennent d’inventer la radio. Leurs signaux attirent deux expéditions interstellaires. Celle des Queng Ho, un peuple marchand et itinérant qui parcourt l’espace en vendant et en achetant de l’information technologique. Et celle des Emergents, issus d’une civilisation violente et sadique qui a fait de la lutte pour le pouvoir son mode de vie. Qui l’emportera ? Un chef-d’œuvre du space opera.Au tréfonds du ciel a obtenu le prix Hugo 2000 et se situe dans le même univers, mille ans plus tôt, que le romanprécédent de Vernor Vinge, Un feu sur l’abîme (Prix Hugo 1993), publié dans la même collection.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
273,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par gérard kleinHellstrom est un spécialiste réputé des insectes et en particulier des fourmis et des termites. Il a installé ses laboratoires dans une vallée perdue de l’Oregon.Mais quel est son véritable projet, le fameux et mystérieux Projet 40 ? Trois hommes de l’Agence, le plus puissant des services secrets américains, parfaitement équipés et entraînés, ont disparu en se contentant d’observer la Vallée.Comme s’ils avaient été avalés par la terre, par cette monstrueuse termitière humaine souterraine qui est l’avenir qu’une secte pluriséculaire a promis à l’humanité.Hellstrom n’est qu’une façade.Le roman le plus inquiétant de l’auteur de Dune.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
274,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           collection dirigée par gérard kleinAprès la terrible guerre des Sorciers de Majipoor, Prestimion a décidé de rendre la paix à la planète géante et d’effacer de toutes les mémoires, avec l’aide de deux mages, le souvenir atroce du conflit et de tous ceux qui ont péri.Mais voilà que le charme d’oubli a creusé dans les esprits un vide insidieux que la folie vient souvent remplir.La violence menace à nouveau de ravager Majipoor.Et Prestimion demeure obsédé par l’image de Thismet, son amante morte dans les combats.Prestimion saura-t-il guérir les peuples de Majipoor et se sauver lui-même en retrouvant l’amour ?Prestimion le Coronal est le sixième volet du Cycle de Majipoor, la planète géante, après Le Château de Lord Valentin, Chroniques de Majipoor, Valentin de Majipoor, Les Montagnes de Majipoor et Les Sorciers de Majipoor, tous disponibles dans la même collection.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
275,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ils sont quatre. Quatre étudiants qui ont décidé de s’assurer l’immortalité physique, fût-ce au prix d’une terrible ascèse. Ils sont partis à la recherche du monastère de la Fraternité des Crânes dont ils ont découvert l’existence par accident dans le Livre. Mais pour atteindre l’éternité, il leur faut se découvrir. A la lisière du fantastique, de la fantasy, de la science-fiction, de l’horreur, un des chefs-d’œuvre absolus d’un des plus grands écrivains américains de notre temps, Robert Silverberg.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
276,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinLes Shing ont assuré sur la Terre, depuis des siècles, leur dictature bienveillante. Ils tolèrent tout, sauf le meurtre. Maîtres des illusions, ils ont comme anesthésié l’humanité. Pour son bien, prétendent-ils.Sont-ils eux-mêmes, comme ils le laissent croire, des humains, ou bien des envahisseurs extraterrestres ?L’humanité recouvrera-t-elle le contrôle de son destin ?La réponse et la solution viendront de l’espace.Ce roman flamboyant constitue le troisième volet du célèbre cycle de l’Ekumen, après Le Monde de Rocannon et Planète d’exil, avant La Main gauche de la nuit et Les Dépossédés qui valurent à Ursula Le Guin les prix Hugo et Nebula.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
277,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par gérard kleinL’Omphalos est un gigantesque mausolée destiné à accueillir des semi-vivants congelés souhaitant être réveillés lorsque la médecine aura trouvé le secret de l’éternelle jeunesse.Tous fabuleusement riches et, comme les potentats de l’Antiquité, entourés de leurs biens les plus précieux.De quoi donner des idées à Giffrey lorsqu’il visite en touriste l’Omphalos. Celle en particulier de jouer les pilleurs de tombes avec une bande de malfrats hautement professionnels.Mais dans ce milieu du xxie siècle, à l’ère de la nanotechnologie et de l’émergence des Penseurs, ces intelligences artificielles ayant accédé à la conscience, rien n’est ce qu’il semble.Que cache réellement l’Omphalos ?Qui est réellement Giffrey, à son insu ?Un thriller haletant, dans l’univers de La Reine des anges, par un des maîtres de la science-fiction américaine.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
278,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinLorsque s'achève La Machine à explorer le temps, texte fondateur de la science-fiction moderne, le Voyageur s'apprête à repartir dans le futur sauver Weena, la charmante Eloï, menacée par les cruels Morlocks.Voici le récit de son second voyage qui le mènera aux confins de l'espace, du temps et des univers parallèles. Le manuscrit est mystérieusement parvenu à Stephen Baxter un siècle exactement après la parution initiale du chef- d'oeuvre de H. G. Wells.Le Voyageur, surpris, découvre un monde différent de celui qu'il a déjà exploré, où les Morlocks disposent d'une science avancée et ne ressemblent guère aux barbares qu'il a connus.Les Vaisseaux du temps, l'un des plus remarquables textes de la science-fiction contemporaine, a obtenu le British Science Fiction Award, le John Campbell Memorial, le Philip K. Dick Award, et a figuré parmi les cinq finalistes du prix Hugo en 1996. Baxter a dépassé son maître.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
279,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Front du Pacifique, 1944. Pour sauver leur trésor de guerre, les Japonais n'ont qu'un seul atout : un secret nommé Golgotha. Au même moment, au large des Philippines, un étrange sous-marin allemand emporte les codes de guerre des nazis. Soixante ans plus tard, ces mystères vont voler en éclats. La conclusion brillante d'un roman-jeu de piste déjà « culte », où le techno-thriller rencontre les sciences exactes.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
280,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un monde engagé dans le difficile passage de la féodalité à la Renaissance, de la théocratie à la science. Un monde ravagé par des guerres et par des ambitions. Mais qui n'est pas notre Terre. Cette planète connaît une autre histoire. Tout aussi barbare. Et sur ce monde étranger, éloigné dans le temps et dans l'espace, qui ne sait rien d'autres civilisations essaimées dans l'espace, deux étrangers se croisent, s'effleurent à peine. Un médecin, Vossll, qui est aussi une femme, et un guerrier, Dewar. Ils n'ont apparemment rien en commun, sauf de surprenants savoirs. Au jeu de la compassion et de la cruauté, ils vont échanger leurs rôles. Avant peut-être de retourner vers leur véritable univers. Inversions est le cinquième volet du cycle de la Culture. Les quatre précédents, Une forme de guerre, L'Homme des jeux, L'Usage des armes et Excession ont été publiés dans la même collection.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
281,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Une belle nuit, il y a trente-trois ans, les étoiles ont disparu. La Terre et avec elle l'humanité se retrouvent isolées dans une Bulle cosmique centrée sur le soleil, placées en quarantaine. Pourquoi ? Par qui ? Les hypothèses dégénèrent en cultes religieux insolites et souvent malsains. Et dans le même temps, l'humanité a appris à vivre dans les mondes virtuels. Ou bien est-ce tout l'univers qui serait devenu virtuel ? La clé du mystère serait-elle détenue par Laura Andrews, trente-trois ans, l'âge exact de la Bulle ? Mais Laura a disparu. Et les Possibles se déchaînent. Un roman quantique, éblouissant, par la grande révélation de ces dernières années, Greg Egan, écrivain australien, dont certains prétendent, puisque personne ne l'a jamais rencontré, qu'il serait un programme informatique, le premier auteur artificiel.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
282,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinIl est seul et nu. Il n'a pas de souvenirs. Le monde a disparu. Et voici qu'un oiseau lui défèque dessus. Ca crée une relation. A présent, il a faim. Quelqu'un arrive et lui demande sa faim. Tiens, la faim est passée. Alors l'autre lui demande de se donner. Carrément. Et l'autre est un homme. Non, c'est une femme. De qui se moque-t-on ? Il voit bien qu'il est comme un nouveau-né, et on lui dit qu'il est très ancien. Trop ancien pour savoir que la mort est morte. Et il fait l'expérience de son corps. Il le rend fluorescent. Il se donne des côtes d'acier et une échine d'ivoire. Il viole la stratosphère. Il recouvre sa planète, continent par continent. Il crée tout ce qu'il voit, mais il doit tout recommencer à zéro et ça fait mal.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
283,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinSur Gamma Draconis iii, un groupe de colons se retrouve isolé à la suite d'un assaut de l'Ennemi inconnu contre la Ligue de tous les mondes.Ils attendent des secours des étoiles. En vain pendant six siècles. Et sur cette planète d'exil, ils poursuivent tant bien que mal leur tâche : faire progresser la civilisation des Hilfes, qui en six cents ans n'a pu apprendre l'usage de la roue.Mais ce monde semble se rebeller contre les sorciers venus des étoiles, les Hors venus.La paix est-elle encore possible entre les descendants de plus en plus rares des Autreterriens venus des étoiles et les indigènes ?A mi-chemin de la fantasy et de la science-fiction, Planète d'exil est le deuxième volet du Cycle de Hain qui couvre une partie de la longue histoire de la Ligue de tous les mondes puis de l'Oecumène. Il comprend aussi Le Monde de Rocannon, La Cité des illusions, La Main gauche de la nuit, Les Dépossédés, Le nom du monde est forêt, Le Dit d'Aka et de nombreuses nouvelles.Ursula Le Guin, l'un des plus prestigieux auteurs de science-fiction, a reçu pour ce cycle plusieurs prix Hugo.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
284,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Collection dirigée par Gérard KleinCette planète sans nom du système stellaire de Fomalhaut est l'enjeu d'un conflit entre la Ligue de tous les mondes et un Ennemi inconnu. Cinq espèces intelligentes se la partagent. Aucune n'a dépassé le niveau féodal. Certaines communiquent par la pensée. Rocannon, ethnologue, y est envoyé par la Ligue afin d'observer les peuples qui l'habitent avant l'arrivée d'une mission technologique qui assurera le développement de la société la mieux placée.Mais l'Ennemi surgit de l'espace avant que le plan ne soit accompli.Avec une poignée de compagnons, Rocannon, devenu Olhor l'Errant, le Seigneur des étoiles, va entreprendre de chasser les envahisseurs.A mi-chemin de la fantasy et de la science-fiction, Le Monde de Rocannon est le premier roman du cycle de Hain qui couvre une partie de la longue histoire de la Ligue de tous les mondes, à laquelle succédera l'Oecumène. II comprend Planète d'exil, La Cité des illusions, La Main gauche de la nuit, Les Dépossédés, Le nom du monde est forêt, Le Dit d'Aka et de nombreuses nouvelles.Ursula Le Guin, l'un des plus prestigieux auteurs de science-fiction, a reçu pour ce cycle plusieurs prix Hugo.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
